ID,Price,Address,zip,status,Subdivision,Year Built,Bedrooms,Bathrooms,Approx SQFT
229,415000,1714 S 5TH ST,85004,Active,COPE ADD BLKS 1-6,2008,3,2.5,1576
230,399900,3748 W ACOMA DR,85053,Active,THUNDERBIRD VILLAGE 3,1974,3,2,1170
231,355000,3123 W HOLLY ST,85009,Active,Northwest Homesites 2,1949,3,2,1458
232,699999,3615 N 15TH DR,85015,Active,WESTWOOD TERRACE,1950,3,2,1773
233,519000,1346 E CORONADO RD,85006,UCB (Under Contract-Backups),GOVERNOR SQUARE,1945,2,1,945
234,650000,2515 N 10TH ST,85006,Active,FOWLER TRACT LOTS 1-96,1940,3,3,1900
235,199750,1010 S 31ST AVE,85009,Active,BEG 461' N OF SE COR SE4 SW4 TH W 133' N 50' E 133' S 50' TO BEG EX E 33' .15 AC,1950,3,1,1782
236,450000,5234 W RIVIERA DR,85304,Active,MARLBOROUGH COUNTRY,1979,3,2,1649
237,350000,2706 W Lawrence LN,85051,Active,ALTA VISTA 8,1954,5,2,1924
238,610000,3218 E CAPTAIN DREYFUS AVE,85032,Active,CHOLLA PARK 2,1965,6,4,2200
239,475000,3726 W CROCUS DR,85053,Active,THUNDERBIRD VILLAGE UNIT 2,1973,3,2,1619
240,799950,3013 N 27TH ST,85016,Active,PHOENIX HOMESTEADS TRACT LOTS 1-40,1959,3,2,2407
241,340000,2527 N 49TH AVE,85035,Active,BRAEWOOD ESTATES NO. 3,1973,4,2,1330
242,335000,3318 W SELLS DR,85017,Active,LYNNHAVEN PLAT 2,1954,3,1.75,1404
243,515000,4225 W BEAUTIFUL LN,85339,Active,ARTESA,2014,4,2.5,2522
244,475000,5025 W DESERT COVE AVE,85304,UCB (Under Contract-Backups),GREENBRIER UNIT 3,1974,3,2,1772
245,475000,11424 N 37TH AVE,85029,Active,KNOELL NORTH 5,1971,3,2,1590
246,799900,3115 E YUCCA ST,85028,Active,MELROSE PARADISE 1,1960,4,3,2053
247,355000,3834 W POLK ST,85009,Active,"REYNOLDS PARK 4 TO 7, A, B, C",1956,3,2,1476
248,415000,2232 W STATE AVE,85021,Active,NEW CASTLE HOMES 2A,1957,3,2,1694
249,429000,948 W 16TH ST,85281,Active,MARILYN ANN UNIT 2,1962,3,2,1280
250,435000,3911 W Desert Cove AVE,85029,Active,Marlborough Country Metro Unit 1,1978,3,2,1338
251,300000,3540 W CORONADO RD,85009,Active,MCDOWELL HOMESITES,1946,2,1,712
252,974900,3428 E CAMPBELL AVE,85018,Active,CASA MARBELLA AMD,1969,3,2,2038
253,385000,6131 N 36TH DR,85019,Active,BETHANY ROSE VILLA,1952,4,2,1781
254,440000,5734 W COOLIDGE ST,85031,Active,MARYVALE TERRACE 14A,1957,3,1.75,2106
255,395999,6914 W SIERRA VISTA DR,85303,Active,BRIGHTON MANOR,1986,3,2,1434
256,925000,309 E HAYWARD AVE,85020,Active,PALM HEIGHTS 3,1950,4,4,2290
257,505000,2441 E ALTA VISTA RD,85042,Active,ARBORS,2019,3,2,1741
258,340000,4545 N 67TH AVE 1205,85033,Active,VILLAGE AT WEST MEADOW 1 REPLAT,2000,2,2,919
259,411000,4050 W GOLDEN LN,85051,Active,NEWCASTLE HOMES 5,1962,4,2,1530
260,525000,5133 W HEARN RD,85306,Active,DEERVIEW UNIT 15,1972,4,3,2332
261,369900,7913 W TUCKEY LN,85303,Active,CHAPARRAL COUNTRY AMD,1986,3,2,1242
262,379000,7332 W WELDON AVE,85033,Active,COLLEGE PARK 21,1981,4,2,1552
263,698900,3030 E CHERYL DR,85028,Active,RAMSES 1,1971,3,2.5,2093
264,485000,315 W KELTON LN,85023,Active,MOONLIGHT GLEN 2,1995,3,2,1370
265,399800,4952 W PIERSON ST,85031,Active,MARYVALE TERRACE 2B LOTS 787-951,1955,3,2,1336
266,445000,3730 W MERCER LN,85029,Active,SUNSET NORTH,1970,4,2,2485
267,985000,3526 E HAZELWOOD ST,85018,Active,CHESTLEY TERRACE,1952,5,2,2548
268,755000,4840 E BLANCHE DR,85254,Active,LIBERTY SQUARE 2,1984,3,2,1716
269,689000,5807 N 18TH ST,85016,Active,Wrigley Terrace Beverly Park,1953,3,2,1670
270,729000,13823 N 19TH ST,85022,Active,CAVE CREEK UNIT 3,1987,4,3,2527
271,375000,2816 W MARSHALL AVE,85017,Active,MARYVALE PARK 2,1953,3,1.5,1689
272,440000,5225 W ODEUM LN,85043,UCB (Under Contract-Backups),RIVERBEND 1 UNIT A,2007,4,2,1949
273,375000,2006 W MONTE VISTA RD,85009,Active,VENICE,1941,3,1,1190
274,879000,5618 E EDGEMONT AVE,85257,Active,FAIRWAY PARK,1956,3,2,2090
275,375000,3531 W PIERSON ST,85019,Active,WINTON HTS,1956,4,2,1662
276,430000,2232 W SAN MIGUEL AVE,85015,UCB (Under Contract-Backups),BETHANY VILLA 1,1954,3,2,1500
277,699900,128 W ALMERIA RD,85003,UCB (Under Contract-Backups),NORTH CHELSEA,1926,2,2,1383
278,735000,7846 E BELLEVIEW ST,85257,Active,MCDOWELL PARKWAY,1958,3,2,1589
279,455000,120 W HELENA DR,85023,Active,BELLVUE,1995,3,2,1312
280,895000,1129 W ORANGEWOOD AVE,85021,Active,MEADOWLARK PALMS LOT 1-56,1963,4,3,2220
281,575000,1510 W YUCCA ST,85029,Active,Saddle Rock Hills,1952,3,2,1942
282,355000,5102 W AVALON DR,85031,Active,MARYVALE TERRACE 19 LTS 6441-6445 & TR A,1956,4,2,1695
283,989000,1111 W BETHANY HOME RD,85013,Active,SUNVIEW ESTATES 2,1949,4,3.5,2200
284,849900,3302 E VOGEL AVE,85028,Active,SIERRA BONITA,1974,5,3,2744
285,749800,2216 E Sahuaro DR,85028,Active,DESERT VISTA UNIT 5 AMD,2004,3,2,2136
286,315000,4131 N 30TH AVE,85017,Active,MISSION MANOR 2,1951,2,1,852
287,425000,3619 W GELDING DR,85053,Active,DEERVIEW UNIT 8,1971,3,2,1448
288,838000,526 N 74TH ST,85257,Active,NEW PAPAGO PARKWAY 13 LOTS 779-912 & TR J,2020,4,2,2089
289,499000,2339 E MONTECITO AVE,85016,Active,CAVALIER VILLA 1,1953,3,2,1272
290,695000,2917 N 8TH AVE,85013,Active,COLLEGE ADDITION,1941,3,3,1708
291,360000,6813 N 36TH DR,85019,Active,WEST PLAZA 9 LOT 1249-1410,1959,3,2,1290
292,459900,3861 W CARIBBEAN LN,85053,Active,VALLEY VILLA,1972,4,3,1652
293,925000,4308 E PINCHOT AVE,85018,Active,RANCHO VENTURA TR 16,1953,4,2.75,2415
294,549999,3541 E CHEERY LYNN RD,85018,Active,PARK VISTA,1950,3,2,1370
295,239000,17227 N 16TH DR 12,85023,Active,PERSIAN GARDENS AMD,1982,2,2,980
296,529900,3456 E LUDLOW DR,85032,Active,PARADISE VALLEY OASIS NO 2-A EAST,1969,3,2,1240
297,520000,3236 W SAINT ANNE AVE,85041,UCB (Under Contract-Backups),SOUTHERN VIEWS,2005,5,2.5,3237
298,675000,407 E SUSAN LN,85281,Active,MARLBOROUGH PARK ESTATES,1982,3,2.5,2107
299,750000,6725 E CORONADO RD,85257,Active,VILLAGE GROVE 2,1957,3,2,1853
300,349900,3129 W PIERCE ST,85009,Active,WESTMANOR HOMES LOTS 1-154,1947,3,2,1240
301,439999,1805 E BRILL ST,85006,Active,BRENTWOOD BLKS 2 THROUGH 5 AND 9 THROUGH 12,1944,3,2,1672
302,499997,7015 S 45TH AVE,85339,Active,ROGERS RANCH UNIT 4,2005,5,2.5,2236
303,720000,1819 E MINNEZONA AVE,85016,Active,HIGHLAND ESTATES,1955,4,2,2514
304,499000,2014 N 16th AVE,85007,Active,FAIRVIEW PLACE,1931,3,1,716
305,965000,2858 E BERYL AVE,85028,Active,PARADISE VIEW 1,1964,5,3.5,2694
306,334500,6 S 30TH DR,85009,UCB (Under Contract-Backups),WESTLAND HOMESITES,1948,3,2,2461
307,649500,7629 E VERDE LN,85251,Active,CAVALIER VISTA 1,1957,4,2,1410
308,385000,4840 W MULBERRY DR,85031,Active,"MARYVALE TERRACE 12 LTS 5002-5014, TR B",1958,5,2,1977
309,435000,14248 N 35TH ST,85032,Active,PARADISE VALLEY OASIS NO. 10,1979,3,2,1364
310,569900,13250 N 11TH AVE,85029,Active,MOONRIDGE ESTATES,1972,3,2,1610
311,895000,3232 W NORTHVIEW AVE,85051,Active,"NORTHVIEW ACRES 2 31-50, 71-90, 122-156",2002,5,3.5,3029
312,690000,13847 N CANTERBURY DR,85023,Active,MOON VALLEY 2,1971,4,2,2182
313,474999,1918 W GRANADA RD,85009,UCB (Under Contract-Backups),VILLA VERDE PLAT A BLOCKS 1 & 2,1928,3,1.5,1178
314,369900,9626 N 1ST ST,85020,Active,UPSHAW DESERT HEIGHTS,1948,2,1,841
315,325000,2701 W GRISWOLD RD,85051,UCB (Under Contract-Backups),ALTA VISTA 1,1953,3,1,1454
316,910000,6719 E LEWIS AVE,85257,UCB (Under Contract-Backups),OAK PARK 2,1956,4,3,2115
317,434900,2938 W SAN JUAN AVE,85017,Active,"MARYVALE PARK 2 AMD LOTS 243-415, & TR C",1952,4,2,1977
318,499000,13416 N 30TH ST,85032,Active,VIEW PARADISE,1979,3,2,1498
319,405000,3131 W MARYLAND AVE,85017,UCB (Under Contract-Backups),WEST PLAZA 6 LOT 614-787,1958,3,1.75,1636
320,394900,5840 W HIGHLAND AVE,85031,Active,MARYVALE TERRACE 16 AMD LOTS 3150-3276,1957,5,2,1758
321,525000,6116 S 33RD DR,85041,Active,SOUTHERN VIEWS,2005,4,3.5,3770
322,405000,1234 E BARBARA DR,85281,UCB (Under Contract-Backups),MY-O-MY ESTATES 2,1970,3,2,1433
323,490000,1650 E JUNIPER AVE,85022,Active,NORTHERN HILLS AMD,1960,4,2,1526
324,369900,6407 W ENCANTO BLVD,85035,UCB (Under Contract-Backups),MARYVALE TERRACE NO. 44 AMD,1972,4,2,1280
325,529900,2535 W BEVERLY RD,85041,Active,SILVA MOUNTAIN UNIT 1,2009,4,3,2326
326,475000,2824 W HUNTINGTON DR,85041,Active,BARCELONA,2017,4,2,2226
327,320000,7005 W ROOSEVELT ST,85043,UCB (Under Contract-Backups),WESTRIDGE PARK UNIT 2,1982,4,1,1008
328,425000,3701 W EVANS DR,85053,Active,THUNDERBIRD VILLAGE 3,1974,4,2,1504
329,491000,5729 N 71ST DR,85303,Active,BETHANY RANCH,2019,3,2,1895
330,440000,2917 W CYPRESS ST,85009,Active,FRANKLIN VILLAGE PLAT B,2019,4,3,1942
331,440000,7245 W SUNNYSLOPE LN,85345,Active,PARK VIEW WEST UNIT 4,1989,3,2,1287
332,397900,3016 N 61ST AVE,85033,Active,"MARYVALE TERRACE 24 9306-9390, TR A",1960,4,2,1658
333,404000,3140 W DIANA AVE,85051,Active,SUNSET VILLAGE,1971,3,2,1308
334,475000,1411 E FREMONT RD,85042,Active,SOUTH POINT,1987,5,2,1927
335,550000,3428 E ACOMA DR,85032,Active,PARADISE VALLEY OASIS NO. 10,1978,3,2,1720
336,325000,2708 E ROOSEVELT ST,85008,UCB (Under Contract-Backups),DEL REY LOTS 21-58 & LOT 99,1937,4,1.5,1706
337,520000,3858 E DAHLIA DR,85032,Active,PLEASANT VALLEY ESTATES 2,1978,3,2,1593
338,450000,2107 W SAN JUAN AVE,85015,UCB (Under Contract-Backups),BETHANY VILLA 1,1953,4,3,2096
339,439000,2437 E MARMORA ST,85032,UCB (Under Contract-Backups),CACTUS GARDENS 5,1969,3,2,1414
340,450000,2049 W JOAN DE ARC AVE,85029,Active,MOON VALLEY GARDENS LOTS 377-392 & TR A,1961,5,2,1750
341,417000,140 E DANBURY RD,85022,Active,CENTRAL PLACE NORTH,1984,2,2,1240
342,374999,2801 W RUTH AVE,85051,UCB (Under Contract-Backups),ALTA VISTA 5,1954,3,2,1176
343,430000,3735 W KARIBA DR,85051,UCB (Under Contract-Backups),MELROSE GARDENS NW UNIT 6 AMD,1971,3,2,1932
344,345000,1343 N 36TH DR,85009,UCB (Under Contract-Backups),WEST VIEW MANOR,1955,3,2,1368
345,309000,13658 N 20TH LN,85029,Active,Moon Valley Gardens 9,1974,3,2,1209
346,390000,1737 W PECAN RD,85041,UCB (Under Contract-Backups),VISTA GRANDE,1970,6,3,1932
347,445000,2230 N 78TH AVE,85035,Active,VINSANTO,2014,3,2,1656
348,350000,7412 S 37TH GLN,85041,Active,TRAILS AT AMBER RIDGE,2004,2,1,950
349,525000,7650 N 46TH DR,85301,UCB (Under Contract-Backups),GOLDEN PALMS ESTATES UNIT 3,1970,4,2,2878
350,380000,2939 E virginia AVE,85008,Active,EAST THOMAS ROAD TRACT 2,1947,2,1,1033
351,375000,6632 W JOHNSON ST,85043,Active,NORTHGLEN,2005,3,2.5,1609
352,575000,1733 W Pierson ST,85015,Active,Elm Acres,1989,3,2,1485
353,468000,3435 W SAINT KATERI DR,85041,UCB (Under Contract-Backups),SOUTHERN VIEWS,2017,4,3,2357
354,470000,4323 N 17TH AVE,85015,Active,BEL AIR BLK 10_& 11,1948,4,2,1626
355,445000,2805 W AUGUSTA AVE,85051,Active,BEVERLY ACRES,1975,4,2,1560
356,775000,5302 E THOMAS RD,85018,Active,SHERWOOD TOWNE TRACT A,1954,4,2,1554
357,345000,3348 W MORELAND ST,85009,Active,WESTCROFT PLACE PLAT 2,1951,3,2,1134
358,429500,6510 W POMO ST,85043,UCB (Under Contract-Backups),CYPRESS LANDING,2002,3,2,1587
359,374999,2337 W LUPINE AVE,85029,Active,VALLEY VISTA 3,1964,3,2,1285
360,490000,3712 W ALTADENA AVE,85029,Active,KNOELL NORTH UNIT 5,1971,3,2,1590
361,299000,1806 N 37TH DR,85009,Active,PALOMAR HOMES,1948,2,1,713
362,385000,7742 W NICOLET AVE,85303,Active,ORANGEWOOD ESTATES,2003,3,2,1546
363,900000,4401 N 19TH PL,85016,UCB (Under Contract-Backups),PETERS VIEW TRACT 2,1947,4,3.5,2556
364,462000,16421 N 34TH AVE,85053,Active,RANCHO ENCANTO UNIT 1,1978,3,2,1752
365,339900,2431 E PORTLAND ST,85008,Active,ELSINORE,1950,2,2,740
366,435000,7134 N 23RD DR,85021,Active,WEST HAVEN ADD.,1947,4,2,1719
367,720000,2520 E COOLIDGE ST,85016,UCB (Under Contract-Backups),CAVALIER CAMPUS,1955,3,2,1436
368,415000,1328 E CHRISTY DR,85020,Active,PALO VERDE HILLS,1961,3,2,1120
369,530000,3971 N 14TH PL,85014,Active,CLEVELAND SUB,1997,4,2,1578
370,750000,3102 N 35TH ST,85018,Active,PARK VISTA,1950,4,2,1688
371,650000,1115 E MCKINLEY ST,85006,Active,HOOPERS,1926,4,2,1840
372,355000,5825 S 17TH ST,85040,Active,"SOUTHERN VILLAGE LOTS 122-154, 181-201",1954,3,1,1040
373,460000,4601 W GOLDEN LN,85302,CCBS (Contract Contingent on Buyer Sale),Manzanita Manor 2,1979,4,2,2040
374,550000,2917 E OSBORN RD,85016,Active,MOUNTAIN VIEW PARK PLAT 2 BLKS 3-7,1972,5,3,2343
375,750000,4809 N 30TH PL,85016,UCB (Under Contract-Backups),BRENTWOOD ESTATES,1956,3,2,1412
376,345000,3601 W ENCANTO BLVD,85009,Active,ENCANTO NORTH,1958,4,2,1225
377,615000,3308 N 6TH AVE,85013,Active,PARK CENTRAL UNIT 1,1955,3,2,1414
378,455000,4845 W LAS PALMARITAS DR,85302,UCB (Under Contract-Backups),NORTHERN PALMS UNIT THREE,1974,4,1.75,2052
379,435000,3808 W ALICE AVE,85051,Active,WISHING WELL VILLAGE 3,1968,4,2,2088
380,450000,6906 S 14TH DR,85041,Active,MOUNTAIN VISTAS,2003,3,2,1317
381,365000,5608 W Gardenia AVE,85301,Active,CATLIN COURT,1991,3,1,1012
382,650000,1843 E TURNEY AVE,85016,Active,PETERS VIEW TRACT 2,1948,3,2,1722
383,399900,7912 W FLOWER ST,85033,Active,MARYVALE TERRACE 30 TR A,1963,3,2,2064
384,320000,3634 W CORONA AVE,85041,UCB (Under Contract-Backups),"INDEPENDENCE PARK 5 LOTS 184-217,219-222,224-232",1960,3,1,1150
385,440000,4018 W FREMONT RD,85041,UCB (Under Contract-Backups),ARLINGTON ESTATES PHASE 1,2002,4,2.5,1830
386,917700,1423 E TOWN AND COUNTRY LN,85014,Active,TOWN AND COUNTRY PLACE,2022,4,3,2322
387,277700,5009 W CAVALIER DR,85301,Active,GENEVIEVE PLACE,1951,3,2,968
388,325000,2917 W DUNLAP AVE,85051,UCB (Under Contract-Backups),ALTA VISTA 7,1955,3,2,1456
389,850000,5812 N 14TH AVE,85013,CCBS (Contract Contingent on Buyer Sale),SUNVIEW ESTATES 2,1951,4,2,1874
390,550000,202 E PIERCE ST,85281,Active,PAPAGO PARKWAY 6,1960,5,1.75,2283
391,870000,7761 E ROVEY AVE,85250,Active,CASA DEL MAR,1980,3,2,1689
392,399997,6121 N 36TH DR,85019,Active,BETHANY ROSE VILLA,1962,4,3,2127
393,349999,6805 W MARIPOSA ST,85033,Active,MARYVALE TERRACE 26 AMD LOTS 10369-10434 & TR A,1960,3,1.5,1020
394,775000,15227 N 6TH ST,85022,Active,CAMINO VERDE,1977,4,2,2354
395,949900,7708 E 3RD ST,85251,Active,PEACEFUL VALLEY 2,1957,3,2,1586
396,475000,6602 S 18TH LN,85041,Active,VINEYARD PARK,2002,4,2,1769
397,395000,6316 W CAVALIER DR,85301,Active,MARYVALE TERRACE 21 LTS 7803-7913 & TR A,1960,5,2,1760
398,599000,2012 W Clarendon AVE,85015,Active,WESTWOOD ESTATES PLAT 5,1952,3,2,936
399,379000,7716 W SAN JUAN AVE,85303,Active,WEST PLAZA 29 & 30 LOTS 263-343 AND TRACTS A-C,1990,3,2,1797
400,419900,2507 E VERDE LN,85016,Active,BILTMORE MANOR,1948,3,1,1218
401,425000,7114 N 72ND AVE,85303,Active,PARADISE VIEWS 2,2002,4,2,1729
402,429900,3634 W DENTON LN,85019,UCB (Under Contract-Backups),CEDAR CREST,1965,4,2,1742
403,319000,4727 N 50th AVE,85031,UCB (Under Contract-Backups),MARYVALE TERRACE,1956,3,1.75,1135
404,415000,2462 E MARGUERITE AVE,85040,UCB (Under Contract-Backups),BROADWAY ESTATES LOTS 137-158,2018,3,2,1596
405,395000,5009 S 24TH AVE,85041,UCB (Under Contract-Backups),WESTON PARK,2005,3,2,1900
406,575000,11404 N 50TH LN,85304,Active,ARTISAN AT CHOLLA,2017,3,2,1851
407,499900,2027 N 38TH PL,85008,UCB (Under Contract-Backups),PAPAGO VISTA AMD,1952,3,1.75,1569
408,699000,13264 N 15TH DR,85029,Active,MOON VALLEY GARDENS 3,1970,4,2,2428
409,775000,3751 E CLARENDON AVE,85018,Active,Suncrest Estates,1952,3,2,2120
410,525000,1708 S 5TH ST,85004,Active,COPE ADD BLKS 1-6,2020,3,2.5,2290
411,470000,4102 S 56TH AVE,85043,Active,RIVER BEND 2,2006,4,3,2405
412,370000,7020 W CATALINA DR,85033,UCB (Under Contract-Backups),MARYVALE TERRACE NO. 49,1982,3,2,1565
413,449900,2850 E PERSHING AVE,85032,UCB (Under Contract-Backups),CLEARVIEW 7A,1973,3,2,1066
414,377000,3938 W Mclellan BLVD,85019,UCB (Under Contract-Backups),West Plaza 12,1960,3,1.75,1276
415,415000,8503 W PIERSON ST,85037,Active,HORIZONS ON CAMELBACK UNIT 2,1996,4,2,1462
416,524900,10625 N 11TH PL,85020,Active,POINTE TAPATIO 3,1983,2,2,1602
417,239000,3714 E Polk ST,85008,Active,Gateway Park,1940,3,1,1336
418,750000,4307 E MONTECITO AVE,85018,UCB (Under Contract-Backups),ORANGE GROVE HEIGHTS,1955,3,2,1452
419,410000,4771 N 65TH DR,85033,Active,PARKSIDE UNIT 3,1974,4,2,1994
420,469000,2044 W MINNEZONA AVE,85015,Active,MELROSE ESTATES,1955,3,2,1619
421,405000,3635 N 57TH AVE,85031,Active,MARYVALE TERRACE 3 TR A,1956,4,2,1386
422,395000,5443 W WOLF ST,85031,Active,MARYVALE TERRACE 9 LOTS 3519-3628,1957,4,2,1704
423,438000,1102 E ORCHID LN,85020,Active,NEW NORTHTOWN,1958,3,2,1092
424,380000,2309 W SHAW BUTTE DR,85029,Active,VALLEY VISTA UNIT 4A,1967,3,2,1334
425,430000,7104 S 31ST DR,85041,UCB (Under Contract-Backups),LAVEEN VILLAGE AMD,2003,3,2,1759
426,499900,8228 N 9TH ST,85020,Active,SKYLINE VISTA,1954,3,2,1680
427,858900,8437 E BONNIE ROSE AVE,85250,UCB (Under Contract-Backups),PARK SCOTTSDALE 1-A,1964,4,2,2209
428,610000,3801 N 19TH ST,85016,Active,PATTERSON PLACE,1947,4,2,1508
429,599000,10257 N 53RD AVE,85302,CCBS (Contract Contingent on Buyer Sale),unknown,1985,4,3,2828
430,449000,6507 W CROWN KING RD,85043,Active,MEADOWS,2000,3,2,1621
431,420000,4721 W STATE AVE,85301,UCB (Under Contract-Backups),WEST PLAZA 27,1971,4,2,1964
432,379000,1801 W HIDALGO AVE,85041,Active,VISTA GRANDE,1970,3,2,1300
433,699000,13619 N 29th PL,85032,UCB (Under Contract-Backups),View Paradise,1974,4,3,2150
434,380000,7010 W PURDUE AVE,85345,UCB (Under Contract-Backups),PARKVIEW WEST UNIT 7,1984,3,1.75,1288
435,410000,9807 N 50TH DR,85302,Active,GREENBRIER UNIT 5 LOT 291-371,1977,3,2,1884
436,412000,4617 E HOLLY ST,85008,UCB (Under Contract-Backups),BAR C RANCH,1955,2,1,1014.5
437,725000,1022 E HARMONT DR,85020,Active,EL DOMINGO RANCHOS PLAT OF CORR.,1958,3,2,2030
438,355000,5432 W CHEERY LYNN RD,85031,Active,MARYVALE TERRACE 19 LTS 6441-6445 & TR A,1959,3,2,1320
439,715000,4201 W ACOMA DR,85053,Active,GLENAIRE UNIT 4,1974,4,2,2725
440,419800,6720 N 81ST AVE,85303,UCB (Under Contract-Backups),CHAPARRAL COUNTRY AMD,1986,3,2,1473
441,250000,1629 W TAYLOR ST,85007,Active,EAST OAKLAND,1936,2,1,944
442,350000,2149 E CORONA AVE,85040,UCB (Under Contract-Backups),EAST BROADWAY ADD,1950,4,2,2013
443,379999,3614 W MARYLAND AVE,85019,Active,WEST PLAZA 9 LOT 1249-1410,1959,4,2,1710
444,650000,449 W CHEERY LYNN RD,85013,Active,PARK CENTRAL UNIT 1,1954,4,3,2034
445,455000,2825 E PUEBLO AVE,85040,Active,"CAREFREE HOMES BLK 2, 3",2021,5,2,1996
446,999900,3217 E FLOWER ST,85018,Active,VALENCIA ACRES,1962,4,3.5,2318
447,381000,6635 W CLEVELAND ST,85043,Active,NORTHGLEN,2004,4,4,1598
448,599000,930 E TAYLOR ST,85006,Active,"MT PLEASANT TRACT BLOCKS 1, 6",1935,3,2,1051
