Price,zip,Year Built,Bedrooms,Bathrooms,Approx SQFT,CrimeRate,Hightest_Rated_School
619000,85006,1945,4,2.0,1987.0,1.9,94.44
374995,85035,1975,4,2.0,1750.0,3.3,95.89
799999,85013,1947,3,3.0,2000.0,2.0,72.93
369900,85009,1955,3,2.0,1216.0,4.0,65.7
390000,85031,1957,4,2.0,1940.0,2.4,100.04
475000,85032,1971,4,2.0,1653.0,3.2,99.97
675000,85257,1955,3,2.0,1594.0,2.5,101.35
499900,85041,2017,4,2.0,1916.0,4.5,76.54
479500,85042,1999,3,2.0,1528.0,2.9,76.54
549000,85016,1949,3,2.0,2273.0,3.2,97.13
409000,85051,1964,4,2.0,1722.0,4.3,91.9
375000,85017,1958,3,1.75,2028.0,4.1,100.04
498000,85041,2005,3,2.0,1651.0,4.5,76.54
535000,85339,2014,4,2.5,2992.0,2.0,94.47
450000,85339,2003,4,2.5,2099.0,2.0,94.47
499000,85042,2013,4,2.5,1976.0,2.9,76.54
899000,85029,1969,3,2.0,1884.0,3.3,91.9
600000,85257,1959,4,2.0,2018.0,2.5,101.35
680000,85020,1956,3,2.0,1943.0,2.1,97.13
455000,85006,1925,3,2.0,1638.0,1.9,94.44
390000,85051,1971,3,1.75,1508.0,4.3,91.9
499999,85302,1974,4,2.5,2992.0,0.0,91.9
420000,85053,1978,3,2.0,1870.0,1.5,91.9
510000,85304,1979,3,2.0,1977.0,0.2,91.9
392000,85301,1955,3,2.0,1489.0,0.0,100.04
999999,85254,1975,5,3.5,3545.0,1.1,99.97
415000,85303,1973,4,1.0,1492.0,0.0,95.89
463000,85051,1980,3,2.0,1768.0,4.3,91.9
324990,85035,1975,3,2.0,1064.0,3.3,95.89
498700,85019,1968,4,3.5,2320.0,2.5,100.04
419900,85301,2004,3,2.0,1092.0,0.0,100.04
524900,85022,1956,3,2.0,1728.0,2.6,99.97
455000,85031,1956,5,3.0,1941.0,2.4,100.04
344900,85041,1971,4,2.0,1401.0,4.5,76.54
354900,85017,1955,3,1.5,1591.0,4.1,100.04
699900,85251,1960,3,2.0,1560.0,0.0,101.35
699300,85014,1949,3,2.0,1432.0,1.9,97.13
475000,85029,1965,3,2.0,1940.0,3.3,91.9
695000,85022,1998,3,2.5,2697.0,2.6,99.97
890000,85028,1974,4,2.0,2256.0,0.6,99.97
295375,85040,1958,3,1.0,918.0,2.8,76.54
849988,85018,1954,3,2.5,1609.0,2.2,75.8
625000,85015,1951,3,2.0,1279.0,5.5,100.04
350000,85051,1953,3,1.5,1116.0,4.3,91.9
625000,85257,1958,3,2.0,1356.0,2.5,101.35
360000,85303,1976,2,1.0,1482.0,0.0,95.89
399900,85303,2006,4,2.0,1872.0,0.0,95.89
775000,85028,1976,3,2.0,2186.0,0.6,99.97
380000,85035,2016,3,3.5,1661.0,3.3,95.89
899000,85018,1960,4,3.0,2500.0,2.2,75.8
545000,85339,2015,3,2.0,1776.0,2.0,94.47
699900,85032,1962,4,3.0,2232.0,3.2,99.97
354900,85033,1961,3,2.0,1200.0,3.0,95.89
675000,85014,1951,3,2.0,1702.0,1.9,97.13
380001,85301,2003,3,2.0,1237.0,0.0,100.04
925000,85028,1970,4,2.0,3030.0,0.6,99.97
349900,85007,1915,5,4.0,2000.0,1.6,94.44
529900,85281,1966,4,2.0,1428.0,0.0,94.49
450000,85041,2006,4,2.0,1810.0,4.5,76.54
449900,85051,1969,3,2.0,1622.0,4.3,91.9
479000,85029,1980,4,2.0,2022.0,3.3,91.9
399000,85004,2021,3,2.0,1139.0,1.2,94.44
765000,85251,1968,3,2.0,1747.0,0.0,101.35
395000,85043,2003,3,2.0,1285.0,3.2,76.86
723000,85257,1957,4,2.0,1659.0,2.5,101.35
499900,85339,2006,4,3.0,2462.0,2.0,94.47
525000,85007,1938,3,1.75,1234.0,1.6,94.44
399900,85053,1989,3,2.0,1178.0,1.5,91.9
465000,85012,1940,3,1.0,1122.0,0.6,72.93
975000,85251,1965,3,2.0,1543.0,0.0,101.35
374999,85051,1966,3,2.0,1423.0,4.3,91.9
495000,85306,1984,4,2.0,2055.0,0.3,91.9
550000,85254,1977,3,2.0,1362.0,1.1,99.97
440000,85303,2002,3,2.5,1866.0,0.0,95.89
375000,85029,1995,3,2.0,1530.0,3.3,91.9
360000,85029,1978,3,2.0,1768.0,3.3,91.9
375000,85029,1971,4,1.75,1740.0,3.3,91.9
530000,85020,2017,2,2.0,1360.0,2.1,97.13
510000,85303,2001,4,2.5,2456.0,0.0,95.89
410000,85302,2006,3,2.5,1862.0,0.0,91.9
890718,85016,2021,4,3.0,2245.0,3.2,97.13
450000,85015,1954,4,3.0,2177.0,5.5,100.04
499900,85007,1934,3,2.0,1130.0,1.6,94.44
275000,85040,1945,2,1.0,618.0,2.8,76.54
891000,85254,1986,3,2.0,2505.0,1.1,99.97
335000,85040,1947,3,2.0,909.0,2.8,76.54
589000,85022,1978,3,2.0,1474.0,2.6,99.97
650000,85014,1954,3,3.0,1714.0,1.9,97.13
450000,85008,1947,3,2.0,1326.0,4.5,81.79
612000,85008,1954,4,2.5,2045.0,4.5,81.79
325000,85029,1983,3,2.0,1377.0,3.3,91.9
520000,85023,1975,4,1.75,1845.0,3.4,91.9
495000,85016,1945,2,1.0,1247.0,3.2,97.13
699000,85032,1976,3,2.0,1589.0,3.2,99.97
400000,85019,1959,3,2.0,2122.0,2.5,100.04
405000,85302,1998,3,2.0,1373.0,0.0,91.9
465000,85009,1940,4,2.0,2126.0,4.0,65.7
799000,85016,1945,3,2.0,1750.0,3.2,97.13
359000,85053,1961,3,2.0,959.0,1.5,91.9
660000,85041,1970,12,6.0,3604.0,4.5,76.54
335000,85306,1984,2,2.0,1195.0,0.3,91.9
415000,85015,1953,3,2.0,1650.0,5.5,100.04
615000,85306,1978,3,2.0,1852.0,0.3,91.9
549000,85013,1955,3,2.0,1406.0,2.0,72.93
365000,85033,1973,4,2.0,1300.0,3.0,95.89
369900,85051,1961,4,1.75,1729.0,4.3,91.9
589000,85020,1958,3,2.0,1619.0,2.1,97.13
480000,85304,1981,3,2.0,1715.0,0.2,91.9
714900,85020,1962,4,2.5,1944.0,2.1,97.13
540000,85042,2016,3,2.5,2141.0,2.9,76.54
535000,85053,1979,3,2.0,2274.0,1.5,91.9
460000,85015,1948,3,2.0,1635.0,5.5,100.04
329900,85035,1972,3,2.0,1308.0,3.3,95.89
429900,85042,1986,3,2.0,1454.0,2.9,76.54
355000,85006,1950,3,1.0,1125.0,1.9,94.44
389900,85007,1916,3,2.0,1340.0,1.6,94.44
513000,85021,2018,3,2.0,1450.0,2.8,91.9
310000,85031,1955,3,2.0,1331.0,2.4,100.04
385000,85033,1972,4,3.0,1600.0,3.0,95.89
550000,85041,2005,4,3.5,3770.0,4.5,76.54
300000,85031,1955,3,2.0,1440.0,2.4,100.04
388000,85017,1962,3,1.5,1540.0,4.1,100.04
459000,85303,2004,4,2.0,1847.0,0.0,95.89
875000,85258,1993,3,2.0,2062.0,0.0,101.35
660000,85018,1952,3,2.0,1374.0,2.2,75.8
430000,85006,2022,3,2.0,1500.0,1.9,94.44
265000,85035,1973,3,1.75,1552.0,3.3,95.89
185000,85009,1912,2,1.0,949.0,4.0,65.7
630000,85281,1962,3,2.0,1513.0,0.0,94.49
409900,85033,1962,5,2.0,2237.0,3.0,95.89
770000,85281,1980,4,3.0,2444.0,0.0,94.49
424900,85051,1960,4,2.0,1589.0,4.3,91.9
578000,85014,1943,2,2.0,1200.0,1.9,97.13
469900,85032,1979,3,2.0,1643.0,3.2,99.97
709000,85041,2021,4,3.0,2878.0,4.5,76.54
675000,85041,2002,4,3.0,3159.0,4.5,76.54
499000,85022,1986,3,2.0,1593.0,2.6,99.97
515000,85339,2006,3,2.0,2225.0,2.0,94.47
489000,85006,1950,4,3.0,1732.0,1.9,94.44
824000,85022,1979,4,3.0,2432.0,2.6,99.97
650000,85003,1986,7,4.0,3629.0,1.1,94.44
455000,85051,2002,3,2.0,1791.0,4.3,91.9
505000,85042,2016,3,3.0,1851.0,2.9,76.54
829000,85022,1973,3,2.0,2511.0,2.6,99.97
374000,85029,1961,3,2.0,1500.0,3.3,91.9
445000,85302,1996,3,2.0,1775.0,0.0,91.9
775000,85258,1975,3,2.0,1941.0,0.0,101.35
799000,85016,1950,3,3.0,2056.0,3.2,97.13
805000,85018,1953,3,2.0,1436.0,2.2,75.8
999000,85257,1958,4,2.0,2029.0,2.5,101.35
521000,85040,2020,4,2.0,2031.0,2.8,76.54
447000,85040,1950,4,3.0,2559.0,2.8,76.54
549000,85020,1954,4,2.0,1900.0,2.1,97.13
405000,85051,1975,4,2.0,1927.0,4.3,91.9
437000,85035,1971,4,2.0,2247.0,3.3,95.89
561000,85006,1930,3,2.0,1054.0,1.9,94.44
440000,85302,1986,3,2.0,1273.0,0.0,91.9
490000,85281,1954,3,1.0,1520.0,0.0,94.49
995000,85016,1976,3,2.0,1433.0,3.2,97.13
399900,85345,1985,3,1.75,1288.0,0.0,85.28
289900,85008,1952,2,1.0,748.0,4.5,81.79
995000,85029,1980,4,2.0,2584.0,3.3,91.9
814444,85023,1976,5,2.0,2509.0,3.4,91.9
500000,85032,1971,3,2.0,1698.0,3.2,99.97
729900,85020,1977,4,3.0,2300.0,2.1,97.13
799995,85007,1946,3,3.0,1748.0,1.6,94.44
390000,85021,1959,3,2.0,1429.0,2.8,91.9
550000,85281,1963,4,1.5,1684.0,0.0,94.49
525000,85013,1951,3,1.5,1580.0,2.0,72.93
477000,85041,2016,5,3.0,2315.0,4.5,76.54
739900,85022,1988,4,2.0,2274.0,2.6,99.97
750000,85022,1981,4,2.0,2640.0,2.6,99.97
358500,85035,1969,3,2.0,1260.0,3.3,95.89
430000,85303,1999,2,2.0,1287.0,0.0,95.89
525000,85302,1973,4,2.0,2023.0,0.0,91.9
660000,85006,1944,4,3.0,1501.0,1.9,94.44
450000,85304,1988,3,2.0,1719.0,0.2,91.9
604000,85042,2014,3,2.0,2214.0,2.9,76.54
521000,85041,2014,3,3.0,2235.0,4.5,76.54
505000,85051,1970,4,2.0,2003.0,4.3,91.9
429000,85306,1986,3,2.0,1435.0,0.3,91.9
391000,85009,1948,3,1.0,1230.0,4.0,65.7
708000,85020,1956,3,2.0,1728.0,2.1,97.13
485000,85013,1950,3,2.0,1302.0,2.0,72.93
480000,85029,1979,4,2.0,1648.0,3.3,91.9
528000,85015,1948,3,2.0,1362.0,5.5,100.04
364000,85029,1960,3,2.0,1092.0,3.3,91.9
356000,85035,1964,4,2.0,1276.0,3.3,95.89
423000,85304,1983,2,2.0,1162.0,0.2,91.9
470000,85302,1986,4,2.0,1963.0,0.0,91.9
485000,85304,1984,3,2.5,1629.0,0.2,91.9
487000,85015,1952,4,2.0,2035.0,5.5,100.04
534999,85022,1963,4,2.0,2240.0,2.6,99.97
429900,85033,1972,4,1.75,1856.0,3.0,95.89
675000,85032,1987,4,2.0,2248.0,3.2,99.97
425000,85051,1969,3,2.0,1552.0,4.3,91.9
675000,85020,1967,4,3.0,2340.0,2.1,97.13
649900,85028,1963,3,2.0,1680.0,0.6,99.97
515000,85339,2005,5,2.5,3207.0,2.0,94.47
685000,85028,1971,3,2.0,1889.0,0.6,99.97
365000,85041,1963,3,2.0,1290.0,4.5,76.54
514900,85016,1956,3,2.0,1486.0,3.2,97.13
699000,85303,2013,5,3.0,3804.0,0.0,95.89
510000,85032,1971,3,1.75,1575.0,3.2,99.97
464999,85006,1930,4,1.0,1190.0,1.9,94.44
415000,85040,1960,5,3.0,1942.0,2.8,76.54
486000,85042,2004,3,2.0,1465.0,2.9,76.54
400000,85032,1974,3,2.0,1144.0,3.2,99.97
427000,85003,1940,5,2.0,1995.0,1.1,94.44
519900,85032,1962,3,2.0,1375.0,3.2,99.97
388900,85008,1949,2,1.0,858.0,4.5,81.79
460000,85339,2017,3,3.0,1702.0,2.0,94.47
589000,85051,1954,4,2.0,1811.0,4.3,91.9
420000,85051,1961,3,2.0,1818.0,4.3,91.9
530000,85016,1955,2,1.0,1054.0,3.2,97.13
510000,85043,2005,5,3.5,2834.0,3.2,76.86
475000,85051,1976,3,3.0,2096.0,4.3,91.9
524900,85051,1967,4,3.0,2400.0,4.3,91.9
545000,85051,1970,4,2.0,2470.0,4.3,91.9
595000,85029,1971,4,3.0,2306.0,3.3,91.9
515000,85021,1957,3,2.0,1550.0,2.8,91.9
399000,85042,1972,4,2.0,1375.0,2.9,76.54
380000,85345,1986,3,2.0,1288.0,0.0,85.28
599000,85014,1952,3,1.0,1768.0,1.9,97.13
315000,85006,1956,3,1.0,1335.0,1.9,94.44
415000,85017,1970,3,2.0,1779.0,4.1,100.04
310000,85035,1978,3,2.0,1588.0,3.3,95.89
399000,85053,1972,3,2.0,1824.0,1.5,91.9
464900,85008,2019,4,2.0,1553.0,4.5,81.79
499000,85023,1973,4,1.75,1457.0,3.4,91.9
750000,85028,1968,3,2.0,1780.0,0.6,99.97
730000,85281,1981,3,2.5,2107.0,0.0,94.49
429944,85042,1927,3,1.0,1100.0,2.9,76.54
489900,85033,1958,5,3.0,2141.0,3.0,95.89
325000,85006,1935,3,1.75,1260.0,1.9,94.44
615000,85020,1954,3,1.75,1531.0,2.1,97.13
250000,85040,1949,3,2.0,1192.0,2.8,76.54
355000,85301,1959,4,2.0,1573.0,0.0,100.04
499000,85042,2004,3,2.0,2170.0,2.9,76.54
490000,85302,1980,3,2.0,1806.0,0.0,91.9
405000,85029,1970,3,1.75,1590.0,3.3,91.9
434900,85033,1970,4,2.0,1864.0,3.0,95.89
419000,85008,1953,3,1.0,1236.0,4.5,81.79
349900,85017,1952,3,1.5,1180.0,4.1,100.04
596000,85013,1956,3,2.0,1513.0,2.0,72.93
450000,85009,1959,4,2.0,1610.0,4.0,65.7
350000,85033,1969,3,2.0,1240.0,3.0,95.89
630000,85032,1977,3,1.75,1667.0,3.2,99.97
480000,85302,1999,3,2.0,1596.0,0.0,91.9
599900,85008,1955,3,2.0,1765.0,4.5,81.79
750000,85251,1996,3,2.0,1899.0,0.0,101.35
480000,85008,1958,3,2.0,1355.0,4.5,81.79
389000,85029,1970,3,1.75,1734.0,3.3,91.9
466000,85021,1947,4,2.0,1652.0,2.8,91.9
469990,85033,2016,4,2.75,1985.0,3.0,95.89
999000,85251,1961,3,2.0,1786.0,0.0,101.35
499000,85012,1940,3,2.0,2413.0,0.6,72.93
399900,85301,1963,3,2.0,1412.0,0.0,100.04
420000,85041,2004,3,2.5,2103.0,4.5,76.54
650000,85014,1954,3,2.0,1126.0,1.9,97.13
759900,85022,1994,4,3.0,2514.0,2.6,99.97
559000,85014,1956,3,2.0,1778.0,1.9,97.13
429900,85304,1984,3,1.75,1427.0,0.2,91.9
625000,85022,1978,3,2.0,1537.0,2.6,99.97
685000,85021,1958,3,2.5,2225.0,2.8,91.9
320000,85301,1953,4,2.0,1214.0,0.0,100.04
410000,85031,1958,5,2.0,2479.0,2.4,100.04
514900,85281,1961,4,2.5,1372.0,0.0,94.49
389000,85031,1956,4,3.0,1537.0,2.4,100.04
379900,85033,1969,3,2.0,1540.0,3.0,95.89
369000,85035,1963,4,2.0,1628.0,3.3,95.89
390000,85041,2004,3,2.0,1429.0,4.5,76.54
395000,85031,1960,5,2.5,1848.0,2.4,100.04
400000,85303,2003,3,2.0,1492.0,0.0,95.89
499500,85040,1963,4,3.0,1728.0,2.8,76.54
525000,85042,2011,3,2.5,2074.0,2.9,76.54
679900,85028,1974,3,2.0,1704.0,0.6,99.97
775000,85003,1951,3,2.0,1892.0,1.1,94.44
525000,85042,2003,4,2.0,1998.0,2.9,76.54
645000,85020,1953,4,3.0,1910.0,2.1,97.13
579000,85034,2022,4,2.0,2050.0,1.9,68.34
524900,85008,1955,3,2.0,1436.0,4.5,81.79
465000,85042,2016,3,2.5,1538.0,2.9,76.54
399900,85022,1983,2,2.0,1256.0,2.6,99.97
573900,85032,1978,4,2.0,1792.0,3.2,99.97
465000,85304,1974,3,3.0,1938.0,0.2,91.9
565000,85041,2014,3,3.5,3465.0,4.5,76.54
365000,85017,1954,3,2.0,1121.0,4.1,100.04
359900,85035,1970,3,2.0,1260.0,3.3,95.89
590000,85257,1964,3,2.0,1552.0,2.5,101.35
349900,85029,1959,3,2.0,1376.0,3.3,91.9
979999,85305,2003,5,3.0,4058.0,2.5,85.28
359900,85345,1982,2,1.0,918.0,0.0,85.28
360000,85035,2013,4,2.5,1598.0,3.3,95.89
899000,85257,1952,3,2.0,1713.0,2.5,101.35
675000,85016,1952,3,2.0,1517.0,3.2,97.13
675000,85016,1953,3,2.0,1550.0,3.2,97.13
700000,85016,1952,3,1.0,1152.0,3.2,97.13
700000,85016,1952,3,1.0,1550.0,3.2,97.13
301900,85034,1951,3,2.0,985.0,1.9,68.34
449900,85303,2012,4,2.5,2047.0,0.0,95.89
769000,85251,1988,4,3.0,2448.0,0.0,101.35
590000,85008,1954,3,2.0,1427.0,4.5,81.79
315000,85040,1946,4,2.0,1430.0,2.8,76.54
487500,85029,1962,4,1.75,1412.0,3.3,91.9
569000,85304,1978,3,3.0,2015.0,0.2,91.9
330000,85019,1959,4,2.0,1325.0,2.5,100.04
459700,85303,1999,3,2.5,1457.0,0.0,95.89
487000,85304,1974,5,2.0,1836.0,0.2,91.9
325000,85301,1950,2,1.0,1101.0,0.0,100.04
599900,85028,2018,3,2.5,1850.0,0.6,99.97
417000,85006,1935,2,2.0,960.0,1.9,94.44
400000,85339,2002,3,2.0,1522.0,2.0,94.47
365000,85019,1959,3,2.0,1416.0,2.5,100.04
465000,85009,1954,5,3.0,3197.0,4.0,65.7
682000,85032,1996,3,2.5,2296.0,3.2,99.97
429000,85043,2001,3,2.5,1828.0,3.2,76.86
309500,85009,1948,1,2.0,840.0,4.0,65.7
675000,85007,1925,4,2.0,1661.0,1.6,94.44
439000,85015,1952,4,2.0,1605.0,5.5,100.04
285000,85007,1952,3,1.0,878.0,1.6,94.44
470000,85006,1945,2,1.0,532.0,1.9,94.44
799900,85014,1953,3,2.0,2082.0,1.9,97.13
385000,85301,1948,3,2.0,1386.0,0.0,100.04
499900,85281,1976,3,2.0,1360.0,0.0,94.49
740000,85014,1949,4,3.0,2199.0,1.9,97.13
336900,85033,1960,4,2.0,1900.0,3.0,95.89
415000,85022,1997,3,2.0,1534.0,2.6,99.97
460000,85015,1958,4,2.0,1482.0,5.5,100.04
499000,85029,1969,3,2.0,1695.0,3.3,91.9
350000,85022,1976,2,1.75,1240.0,2.6,99.97
400000,85029,1968,3,2.0,1430.0,3.3,91.9
489900,85339,2004,3,2.0,1866.0,2.0,94.47
699000,85028,1971,3,2.0,2130.0,0.6,99.97
350000,85033,1961,4,1.75,1138.0,3.0,95.89
481000,85302,1976,4,2.0,2004.0,0.0,91.9
790000,85003,2021,4,3.0,2538.0,1.1,94.44
479900,85029,1970,4,2.0,2329.0,3.3,91.9
265000,85040,1951,2,1.0,826.0,2.8,76.54
550000,85006,2006,3,2.0,1460.0,1.9,94.44
435000,85041,2005,3,2.5,1939.0,4.5,76.54
775000,85013,1955,3,3.0,1974.0,2.0,72.93
440000,85014,1952,3,2.0,1040.0,1.9,97.13
479900,85042,1989,4,3.0,1874.0,2.9,76.54
499000,85022,1970,3,2.0,1813.0,2.6,99.97
850000,85020,1954,4,2.5,2163.0,2.1,97.13
389000,85022,1990,2,2.0,1078.0,2.6,99.97
375000,85040,2004,4,2.5,1580.0,2.8,76.54
404000,85031,1956,4,1.75,1695.0,2.4,100.04
440000,85302,1973,4,2.0,1314.0,0.0,91.9
490000,85042,2003,3,2.0,2170.0,2.9,76.54
599900,85015,1961,4,2.0,1716.0,5.5,100.04
219900,85040,1950,2,1.0,563.0,2.8,76.54
790000,85022,1979,4,2.0,2046.0,2.6,99.97
559000,85022,1994,4,2.5,2284.0,2.6,99.97
895000,85020,1956,3,3.0,2010.0,2.1,97.13
479900,85041,2003,3,2.0,2040.0,4.5,76.54
315000,85009,1948,2,1.0,792.0,4.0,65.7
389999,85031,1957,4,2.0,1692.0,2.4,100.04
340000,85017,1952,3,2.0,1092.0,4.1,100.04
379999,85017,1954,3,1.75,1484.0,4.1,100.04
359900,85051,1975,3,2.0,1513.0,4.3,91.9
849000,85257,1965,3,1.75,2128.0,2.5,101.35
480000,85029,1979,3,2.0,1442.0,3.3,91.9
835000,85020,1952,5,3.0,2653.0,2.1,97.13
749000,85254,1973,3,2.0,1518.0,1.1,99.97
575000,85020,1970,3,1.75,1960.0,2.1,97.13
699000,85018,1950,2,1.0,1007.0,2.2,75.8
300000,85041,1946,2,1.0,762.0,4.5,76.54
759000,85251,1974,4,2.0,1937.0,0.0,101.35
439900,85023,1959,3,2.0,1901.0,3.4,91.9
420000,85302,1979,3,1.75,1512.0,0.0,91.9
519000,85303,2021,4,2.0,1790.0,0.0,95.89
379900,85020,1946,2,1.0,816.0,2.1,97.13
799000,85254,1978,3,2.0,1817.0,1.1,99.97
449000,85303,2003,3,2.0,1875.0,0.0,95.89
740000,85032,1991,5,3.0,3009.0,3.2,99.97
465000,85006,1973,4,2.0,1344.0,1.9,94.44
419900,85017,1973,4,1.75,1632.0,4.1,100.04
610000,85040,2017,5,3.0,2903.0,2.8,76.54
960000,85012,1980,3,3.0,3041.0,0.6,72.93
350000,85035,1972,4,2.0,1726.0,3.3,95.89
990000,85012,1963,3,2.5,2580.0,0.6,72.93
996368,85042,2019,4,3.5,2807.0,2.9,76.54
900000,85016,1958,4,2.0,1951.0,3.2,97.13
405000,85303,2003,3,2.0,1546.0,0.0,95.89
395000,85029,1979,3,2.0,1554.0,3.3,91.9
435000,85021,1998,3,2.0,1414.0,2.8,91.9
462000,85302,1996,4,2.5,2161.0,0.0,91.9
699900,85013,1952,4,3.0,2200.0,2.0,72.93
350000,85009,1948,3,2.0,1291.0,4.0,65.7
460000,85051,1966,3,2.0,1991.0,4.3,91.9
364995,85051,1954,4,2.0,1200.0,4.3,91.9
875000,85013,1954,4,3.0,2862.0,2.0,72.93
354995,85009,1970,4,2.0,1200.0,4.0,65.7
259000,85041,1956,3,1.0,1271.0,4.5,76.54
340000,85017,1952,4,1.0,1575.0,4.1,100.04
390000,85043,2006,3,2.0,1532.0,3.2,76.86
464900,85033,1983,4,3.0,1742.0,3.0,95.89
425000,85304,1982,3,1.75,1546.0,0.2,91.9
850000,85305,2001,7,3.5,3967.0,2.5,85.28
275000,85041,1971,2,1.0,875.0,4.5,76.54
999000,85281,1939,3,2.5,1367.0,0.0,94.49
479900,85302,1976,4,2.0,2447.0,0.0,91.9
660000,85016,1957,3,2.0,1890.0,3.2,97.13
430000,85051,1966,3,2.0,1688.0,4.3,91.9
630000,85257,1971,5,2.0,1734.0,2.5,101.35
369900,85019,1960,3,2.0,1407.0,2.5,100.04
589900,85302,1971,5,3.5,2475.0,0.0,91.9
330000,85041,1972,4,2.0,1292.0,4.5,76.54
699900,85029,1971,5,3.0,2323.0,3.3,91.9
699900,85254,1977,3,2.0,1744.0,1.1,99.97
445000,85302,1977,4,2.75,1780.0,0.0,91.9
474000,85304,1971,4,2.0,1834.0,0.2,91.9
385000,85035,1971,4,2.0,1422.0,3.3,95.89
409000,85029,1969,3,2.0,1425.5,3.3,91.9
489900,85303,1990,3,2.0,1795.0,0.0,95.89
350000,85031,1955,3,2.0,1452.0,2.4,100.04
325000,85301,1960,2,1.0,896.0,0.0,100.04
399999,85033,1974,4,2.0,1782.0,3.0,95.89
374950,85031,1956,4,2.5,1793.0,2.4,100.04
895000,85016,2017,3,2.5,2104.0,3.2,97.13
349999,85009,1954,3,1.0,1214.0,4.0,65.7
399900,85303,1991,3,2.0,1277.0,0.0,95.89
410000,85303,2004,3,2.0,1458.0,0.0,95.89
380000,85009,1971,4,2.0,1565.0,4.0,65.7
410000,85006,1958,4,2.0,1266.0,1.9,94.44
340000,85017,1970,4,1.75,1494.0,4.1,100.04
376000,85043,1982,3,2.0,1146.0,3.2,76.86
399000,85303,1976,4,2.0,1603.0,0.0,95.89
350000,85035,1972,4,2.0,1350.0,3.3,95.89
359900,85021,1942,3,2.0,861.0,2.8,91.9
630000,85014,1979,3,2.5,1923.0,1.9,97.13
475000,85041,2005,5,3.0,2750.0,4.5,76.54
499999,85023,2008,3,2.5,1871.0,3.4,91.9
320000,85017,1951,3,1.5,1350.0,4.1,100.04
314999,85009,1946,4,2.0,850.0,4.0,65.7
399900,85015,1950,4,2.0,1702.0,5.5,100.04
750000,85008,1955,4,2.0,2130.0,4.5,81.79
422000,85021,1948,4,2.0,1420.0,2.8,91.9
405000,85051,1971,4,2.0,1734.0,4.3,91.9
450000,85053,1976,3,2.0,1833.0,1.5,91.9
423000,85304,1978,3,2.0,1372.0,0.2,91.9
369900,85022,1955,3,2.0,1188.0,2.6,99.97
370000,85037,1974,3,2.0,1651.0,1.9,85.28
704999,85257,1958,3,2.0,2000.0,2.5,101.35
519999,85041,2017,5,3.0,2801.0,4.5,76.54
669995,85016,1930,3,2.0,2362.0,3.2,97.13
360000,85035,1972,3,2.0,1289.0,3.3,95.89
489000,85042,1996,3,2.0,1886.0,2.9,76.54
995000,85020,1962,4,3.0,2500.0,2.1,97.13
445000,85302,1986,3,1.75,1716.0,0.0,91.9
765000,85257,1958,3,2.0,1822.0,2.5,101.35
