ID,Price,Address,zip,status,Subdivision,Year Built,Bedrooms,Bathrooms,Approx SQFT
244,410000,5807 S 13th AVE,85041,Closed,SUNLAND RANCH,2022,3,2,1100
245,441000,2124 W WOOD DR,85029,Closed,MOON VALLEY GARDENS,1965,4,2,1669
246,591000,1808 W VERDE LN,85015,Closed,TERRACE VIEW,1951,3,2,2107
247,520000,713 E HARWELL RD,85042,Closed,VILLAGES AT VERONA,2016,3,2,1734
248,440000,5337 W Sanna ST,85302,Closed,Olive West 4,1972,4,2,1880
249,430000,3222 W HEARN RD,85053,Closed,DEERVIEW UNIT 1,1966,4,2,2127
250,375000,6819 W BERKELEY RD,85035,Closed,MARYVALE TERRACE NO. 41,1977,3,1,1120
251,405000,5607 W ROANOKE AVE,85035,Closed,HOMESTEAD TERRACE UNIT 6,1970,3,2,1628
252,320000,2205 W CAMBRIDGE AVE,85009,Closed,HENSON TRACT,1954,3,1,950
253,578500,4736 E EDGEMONT AVE,85008,Closed,RANCHO VENTURA TR 29,1955,3,2,1713
254,302000,3231 W MONTECITO AVE,85017,Closed,LYNNHAVEN PLAT 4,1954,3,2,1118
255,436000,3119 W POLLACK ST,85041,Closed,LAVEEN VILLAGE AMD,2003,3,2.5,2040
256,320000,3920 W Rancho DR,85019,Closed,WEST PLAZA 18,1966,3,2,1828
257,599000,8310 E GRANADA RD,85257,Closed,"COX HEIGHTS 2 LOT 270-288, 297-381",1959,3,2,1380
258,788000,3043 E FLOWER ST,85016,Closed,CLAREMORE ESTATES,1958,3,3,1937
259,545000,1142 E FLYNN LN,85014,Closed,BEVERLY MANOR ESTATES,1951,3,2,1317
260,580000,3308 E CLARENDON AVE,85018,Closed,MARSHALL PARKWAY,1950,2,1,1292
261,455000,7413 S 45TH DR,85339,Closed,ROGERS RANCH UNIT 4,2005,3,2,1661
262,452000,9641 N 41ST DR,85051,Closed,NEWCASTLE VILLAGE 4,1971,3,2,1759
263,470000,1037 E Glenrosa AVE,85014,Closed,Devonshire Manor,1950,2,1.75,1084
264,675000,1021 W AIRE LIBRE AVE,85023,Closed,MOONLIGHT COVE 3,1995,4,2,1816
265,593000,3458 E ACOMA DR,85032,Closed,PARADISE VALLEY OASIS NO. 10,1978,3,2,1648
266,490000,7307 N 23RD DR,85021,Closed,WESTWOOD HEIGHTS 4,1964,3,2,1620
267,416000,6533 W MOUNTAIN VIEW RD,85302,Closed,BRAEMAR GLEN UNIT 1,1974,4,2,1630
268,451000,3821 W SHUMWAY FARM RD,85041,Closed,CAMERON CREEK,2004,4,2.5,2169
269,490960,2110 W AVALON DR,85015,Closed,WESTWOOD VILLAGE,1952,3,2,1871
270,650000,1120 W DAHLIA DR,85029,Closed,TAIT NORTH,1981,3,3,2456
271,300000,6831 W WINDSOR AVE,85035,Closed,MARYVALE TERRACE #58,1981,3,1,1095
272,401000,3819 W COLUMBINE DR,85029,Closed,SWEETWATER SUBDIVISION UNIT 3,1971,3,2,1436
273,392500,17220 N 15TH DR,85023,Closed,TURF VIEW MANOR UNIT 3,1970,3,2,1455
274,415000,7831 W MONTEBELLO AVE,85303,Closed,MONTEBELLO ESTATES,1998,3,2,1476
275,825000,1408 E MESCAL ST,85020,Closed,GHP DELTA BUILDERS REPLAT,2022,4,3,2525
276,681000,6950 E WILLETTA ST,85257,Closed,PAPAGO PARKWAY,1959,4,2,2026
277,680000,3727 E YALE ST,85008,Closed,NORTH EAST VILLAGE 1,1954,4,3,2065
278,660000,4110 E LEWIS AVE,85008,Closed,Rancho Ventura,1951,3,1,1588
279,775000,78 E VERNON AVE,85004,Closed,ASHLAND PLACE AMD,1915,2,2,1358
280,405000,4708 N 49TH DR,85031,Closed,MARYVALE TERRACE 2C LOTS 2116-2143,1955,5,3,2357
281,1120000,1308 E GEORGIA AVE,85014,Closed,"SHERWOOD VILLAGE LOTS 1-7, 29-61, 79-84, 111-115",1953,4,2.5,2367
282,360000,8612 N 34TH DR,85051,Closed,CINDERELLA MEADOWS,1960,3,2,1148
283,1100000,3337 N 63RD PL,85251,Closed,MELROSE MEADOWS LOTS 1-23,1958,4,2,1910
284,540000,3148 W Beck LN,85053,Closed,Estrella Northwest Unit 1,1979,4,2,2283
285,370000,1649 W SHARON AVE,85029,Closed,MOON VALLEY GARDENS 3,1970,3,2,1808
286,445000,5613 S 14TH WAY,85040,Closed,SOUTHERN CROSSING,2001,4,2,1892
287,680000,2330 E SHEA BLVD,85028,Closed,DESERT VISTA UNIT 5 AMD,1978,4,2,2058
288,1000000,926 W GLENEAGLES DR,85023,Closed,MOON VALLEY 2,1972,4,2.5,2328
289,232000,819 E IRONWOOD DR,85020,Closed,GEBBY PLACE,1964,2,1,880
290,435000,5017 N 61ST AVE,85301,Closed,MARYVALE TERRACE 18 LTS 5925-6052 3R B,1959,4,2.5,1833
291,356000,4545 N 67TH AVE 1153,85033,Closed,CONTINENTAL SPORTS VILLAGE A CONDOMINIUM-A,1989,3,2,1246
292,655000,2945 E Fairmount AVE,85016,Closed,International at Lafayette Square,2016,3,2.5,1724
293,489900,1027 E SELDON LN,85020,Closed,View,1966,4,2,1706
294,355000,2350 W LUPINE AVE,85029,Closed,VALLEY VISTA 3,1964,4,2,1601
295,355000,6902 W CORA LN,85033,Closed,RAINTREE GARDENS LOTS 1 THROUGH 100 & TRACT A TH,1988,2,1,840
296,300000,2745 W ELM ST,85017,Closed,NORTHWEST VILLAGE 3,1954,3,1,1373
297,720000,8444 E BONITA DR,85250,Closed,PARK SCOTTSDALE 2,1962,4,2,1905
298,360000,413 W SUNNYSLOPE LN,85021,Closed,UPSHAW DESERT GARDENS,1950,3,2,1007
299,406000,2214 N 78TH AVE,85035,Closed,VINSANTO,2013,4,3,1638
300,430000,4728 N 78TH AVE,85033,Closed,PONDEROSA HOMES WEST UNIT ONE,1973,4,2,1508
301,460150,1342 E HELENA DR,85022,Closed,CANDLE CREEK UNIT 2,1994,3,2.5,1852
302,508000,6731 S 37TH DR,85041,Closed,AMBER RIDGE HEIGHTS,2008,3,2,1734
303,976000,7308 E DIAMOND ST,85257,Closed,NEW PAPAGO PARKWAY 9,1960,4,2,1702
304,280000,3742 W TAMARISK AVE,85041,Closed,INDEPENDENCE PARK 2,1959,2,1,1242
305,475000,1526 W Saint Kateri DR,85041,Closed,ACACIA,2003,3,2,1804
306,685000,3043 E REDFIELD RD,85032,Closed,DREAMSTREET LOT 1-21,1999,4,3,2117
307,828000,4507 N 82ND ST,85251,Closed,SCOTTSDALE COUNTRY ACRES,1960,3,2,1566
308,281000,7401 N 61ST DR,85301,Closed,ALSOBROOK PLACE,1935,2,1,861
309,800000,4145 N 42ND PL,85018,Closed,ORANGE DELL,1950,2,1,888
310,505000,12808 N 27TH ST,85032,Closed,CLEARVIEW 6,1972,3,2,1909
311,447000,1956 W BUSONI PL,85023,Closed,NORTHGATE,2012,3,2.5,1655
312,640000,551 W 17TH PL,85281,Closed,UNIVERSITY HOMES 2,1955,5,2,1852
313,355000,6132 N 35 Th DR,85019,Closed,BUENA VISTA HOMES,1951,3,2,1350
314,333000,2826 N 55TH AVE,85035,Closed,HOMESTEAD TERRACE UNIT 4,1969,3,2,1260
315,480000,5044 W Sanna ST,85302,Closed,Mountain View Meadows 4,1979,4,2,1957
316,830000,2903 E GARY WAY,85042,Closed,HIGHLINE GROVES,2002,4,3,3504
317,445000,2813 W PIMA ST,85009,Closed,"THOMAS TRACT 1-8, 13, 14",2022,4,3,1950
318,615000,1401 E GRANADA RD,85006,Closed,MCDOWELL PARK,1947,3,2,1660
319,345000,6435 W LAWRENCE RD,85301,Closed,WESTDALE ESTATES UNIT 2,1978,4,2,1698
320,650000,611 S wilson ST,85281,Closed,LOEDING LOFTS,2021,2,2.5,2099
321,375000,13050 N 17TH AVE,85029,Closed,MOON VALLEY GARDENS 4,1971,3,2,1806
322,500000,4827 W SUNNYSIDE AVE,85304,Closed,CONTINENTAL NORTH UNIT 8,1973,4,2,1953
323,725000,533 W SAN JUAN AVE,85013,Closed,SAN MIGUEL,1948,3,2,1788
324,445000,7611 N 12TH PL,85020,Closed,TWELFTH STREET PARK,1958,3,2,1492
325,455000,4302 W ECHO LN,85302,Closed,SANDS OASIS 4,1971,4,3,3203
326,288000,4107 W FLOWER ST,85019,Closed,TERRY PARK,1961,4,2,1185
327,526000,14241 N 41ST DR,85053,Closed,GLENAIRE UNIT 1 AMD,1973,3,3,2125
328,419000,4937 W FRIER DR,85301,Closed,WEST PLAZA 26,1970,4,3.5,2403
329,330000,7618 W WELDON AVE,85033,Closed,MARYVALE TERRACE 28 LOT 1,1961,3,1,1247
330,580000,8303 S 22ND AVE,85041,Closed,SILVA MOUNTAIN UNIT 2,2007,3,2,2164
331,635000,8048 N 16TH DR,85021,Closed,ROYAL OAKS UNIT 2,1969,4,2,2063
332,500000,1221 N 41ST ST,85008,Closed,LINDON PARK 4,1958,4,2,1650
333,1000000,3750 E GARDEN DR,85028,Closed,BROADMOOR HILLS UNIT 2,1975,3,2,2176
334,787500,3230 E IAN DR,85042,Closed,VILLAS AT TOSCANA 2,2008,3,2.5,2858
335,360000,15852 N 19TH ST,85022,Closed,MOUNTAIN VISTA UNIT 4,1980,2,1,910
336,310000,6050 W HOLLYHOCK DR,85033,Closed,"MARYVALE TERRACE 24 9306-9390, TR A",1960,3,2.5,1020
337,615000,3144 E CHIPMAN RD,85040,Closed,WIER ESTATES LOTS 159-168,2017,7,4,2570
338,800000,2816 E Cholla ST,85028,Closed,MELROSE PARADISE 2 AMD,1964,3,2,2161
339,795000,202 W WOOD DR,85029,Closed,HERITAGE HIGHLANDS 2,1980,4,2,2581
340,700000,208 E WOOD DR,85022,Closed,SHADOW ROCK ESTATES VARIOUS LOTS AND TRACTS,1979,3,2.5,2738
341,360000,2635 W HEARN RD,85023,Closed,THUNDERBIRD VILLAS,1981,3,1.75,1162
342,315000,17428 N 20TH ST,85022,Closed,ALOMA VISTA,1960,2,2,1378
343,355000,7547 W TURNEY AVE,85033,Closed,NATIONAL EMBLEM WEST UNIT 3,1976,3,2,1168
344,430000,1306 E HUNTINGTON DR E,85040,Closed,VILLA MONTE VISTA,1997,3,2,1710
345,322500,4912 W AMELIA AVE,85031,Closed,MARYVALE TERRACE 5 AMD,1957,3,2,1109
346,515000,2415 W DAILEY ST,85023,Closed,THUNDERBIRD VALLEY UNIT 1,1979,4,2,1957
347,330000,7947 W Mackenzie DR,85033,Closed,Willows West Unit 6,1980,2,2,1152
348,373000,2041 S 72ND LN,85043,Closed,VALLE ELDORADO,2000,3,2,1182
349,236000,331 W Dobbins RD,85041,Closed,South Mountain Heights,1958,2,1,744
350,460000,3138 N 46th DR,85031,Closed,TRAILS END RANCHES LOT,1957,4,2,2011
351,351000,4610 N 75TH DR,85033,Closed,LEVITT HOMES WEST UNIT 1,1979,3,2,1270
352,900000,1325 W CULVER ST,85007,Closed,F Q STORY ADDITION PLAT D,1930,4,3,2246
353,565000,5303 W PERSHING AVE,85304,Closed,HICKORY SHADOWS UNIT 2,1983,4,3,2723
354,494000,13141 N 21ST DR,85029,Closed,MOON VALLEY GARDENS PLAT A,1962,4,2.5,2016
355,475000,4620 W SOLANO DR N,85301,Closed,BETHANY HEIGHTS 2,1972,4,2,1997
356,435000,4124 W DIANA AVE,85051,Closed,Manzanita Manor,1976,4,2,2056
357,865000,5129 E PINCHOT AVE,85018,Closed,SHERWOOD VISTA,1959,4,2.75,2062
358,660000,2514 N 68TH PL,85257,Closed,MELROSE VILLAGE,1959,3,1.75,1918
359,370000,6927 W VIRGINIA AVE,85035,Closed,SKYVIEW NORTH UNIT FIVE,1973,3,2,1850
360,470000,5333 W WETHERSFIELD DR,85304,Closed,ESTATES AT MARSHALL RANCH,1989,4,3,2297
361,460000,5157 W VISTA AVE,85301,Closed,MANISTEE RANCH PARCEL 3,1999,3,2,1681
362,450000,4122 N 36TH ST,85018,Closed,PALMS PARKWAY 2,1953,3,2,3765
363,350000,4425 N 67th DR,85033,Closed,MARYVALE TERRACE 26 AMD LOTS 10369-10434 & TR A,1961,3,2,1305
364,665000,1836 E ROMA AVE,85016,Closed,PETERS VIEW TRACT 2,1947,4,3,1676
365,500000,14050 N 37 PL,85032,Closed,Paradise Valley Oasis 3,1970,3,2,1672
366,315000,4813 N 35TH AVE,85017,Closed,NORTHWEST VILLAGE 6,1955,3,2,1767
367,879400,909 W VISTA AVE,85021,Closed,RANCHO GRANDE,1956,4,1.75,2197
368,450000,4819 W PURDUE AVE,85302,Closed,MOUNTAIN VIEW MEADOWS 2,1977,3,2,1647
369,715000,8120 N 5TH ST,85020,Closed,MELROSE GROVES UNIT 2,1957,3,2,2065
370,450000,3527 E Crocus DR,85032,Closed,Paradise Valley Oasys NO. 10,1979,3,2,1100
371,397000,3833 N 49TH AVE,85031,Closed,MARYVALE TERRACE 10,1956,4,2,1800
372,520000,601 W KINGS AVE,85023,Closed,TURTLE CREEK,1987,3,2,1553
373,380000,8511 W Highland AVE,85037,Closed,HOROZONS ON CAMELBACK,1995,4,2,1462
374,390000,5417 W Monte Vista RD,85035,Closed,WEDGEWOOD PARK #9,1973,4,2,1616
375,340000,6814 N 59TH AVE,85301,Closed,"ORCHARD ADD BLK 20-21-22, & 38-39-40 AMD",1940,3,2,1200
376,575000,6142 N 18TH AVE,85015,Closed,HOFFMANTOWN 2,1950,4,3,2089
377,453000,7783 N 56TH LN,85301,Closed,PALM TERRACE,2004,4,2,2102
378,810000,5840 E EDGEMONT AVE,85257,Closed,SHERWOOD ESTATES 2,1962,3,2,1996
379,185000,1610 S 6th AVE,85003,Closed,Montgomery AMD,1950,2,1,900
380,395000,3315 W SUNLAND AVE,85041,Closed,PARK MEADOWS UNIT 2,2006,3,2,1310
381,620000,3402 E Pinchot AVE,85018,Closed,West Citrus Acres,1950,3,3,1590
382,518000,6413 S 26TH LN,85041,Closed,ANDERSON FARMS,2004,4,2,2155
383,420000,3949 W Desert Hills DR,85029,Closed,Fairwood Unit Five,1975,4,2,2052
384,450000,3112 E Cypress ST,85008,Closed,Rhoades Park,1945,2,1,1102
385,370000,4345 E Darrel RD,85042,Closed,Ponderosa Village,1974,2,1,900
386,800000,2522 E PLEASANT LN,85042,Closed,ARBORS,2019,4,3.5,2782
387,725000,8343 E CAMELBACK RD,85251,Closed,SCOTTSDALE ESTATES 9 LOTS 1184-1350,1959,3,2,1815
388,795000,3318 E ONYX AVE E,85028,Closed,PARADISE GARDENS,1973,4,2.75,2535
389,720000,13226 N 11TH AVE,85029,Closed,MOONRIDGE ESTATES,1971,4,2.5,2318
390,870500,6704 N 15TH ST,85014,Closed,SQUAW PEAK HTS 2,1950,3,3,2324
391,415000,5419 N 64th AVE,85301,Closed,MARYVALE TERRACE 20 LOTS 6944-6948,1960,4,2.5,1900
392,509500,6109 W WILLOW AVE,85304,Closed,ROYAL ESTATES WEST 6 LOTS 347 THROUGH 410,1984,4,1.75,2111
393,379000,3124 W HAYWARD AVE,85051,Closed,SANDS WEST UNIT 3,1964,4,2,2043
394,360000,15039 N 28TH DR,85053,Closed,"GREENWAY VILLAGE LOTS 1-23, 123-129, 164-177",1971,2,2,1024
395,895000,4015 E GLENROSA AVE,85018,Closed,SUNCREST GARDENS,1954,3,2,1984
396,575000,3832 E CARSON RD,85042,Closed,PINES AT THE RAVEN,2001,3,2,2270
397,625000,2801 E VOLTAIRE AVE,85032,Closed,VIEW PARADISE,1979,3,2,1527
398,410000,5009 W EVANS DR,85306,Closed,COVE AT THUNDERBIRD,1985,3,2,1340
399,855000,1614 W WILSHIRE DR,85007,Closed,DEL NORTE PLACE PLAT B,1939,3,2,1788
400,339000,6337 W DESERT COVE AVE,85304,Closed,WESTBURY MANOR,1983,2,2,1216
401,855000,3804 N 68TH ST,85251,Closed,SOUTHWEST VILLAGE LOTS 91-116,1955,3,2,1129
402,370000,1830 W ATLANTA AVE,85041,Closed,"HOME OWNER'S ESTATES 50-63, 78-84",1951,3,2,1104
403,320000,6428 W FLYNN LN,85301,Closed,WESTDALE ESTATES UNIT 1,1971,3,2,1318
404,435000,3950 E JOAN DE ARC AVE,85032,Closed,PARADISE VALLEY OASIS 5,1971,3,2,1320
405,496000,2345 W WHITTON AVE,85015,Closed,SIESTA TERRACE 1,1953,4,2,1516
406,385000,1726 N 77th GLN,85035,Closed,Visanto,2007,4,4,1768
407,300000,2733 W ELM ST,85017,Closed,NORTHWEST VILLAGE 3,1953,3,2,1512
408,450000,4425 W BLOOMFIELD RD,85304,Closed,ROADRUNNER ESTATES,1977,4,2,1722
409,719623,1543 E CHEERY LYNN RD,85014,Closed,CHEERY LYNN,1930,4,2,1600
410,420000,11616 N 58TH AVE,85304,Closed,WARRANTEED WEST,1978,3,2,1152
411,460000,3009 W MESCAL ST,85029,Closed,Sunset North 4,1971,4,2,1786
412,415000,422 W FELLARS DR,85023,Closed,TURTLE CREEK,1984,2,2,1251
413,360000,5624 S 9TH PL,85040,Closed,SOUTHERN HOMES,1956,4,2,1360
414,375000,2024 W SOLANO DR,85015,Closed,BETHANY VILLA 4,1957,3,1.75,1260
415,370000,6748 W LEWIS AVE,85035,Closed,SKYVIEW NORTH UNIT FIVE,1974,4,2,1404
416,365000,4717 N 40TH AVE,85019,Closed,GREEN ACRES,1960,3,2,1494
417,385000,8139 W CATALINA DR,85033,Closed,MARYVALE TERRACE 30 TR A,1964,4,2,1441
418,359000,3212 W JEFFERSON ST,85009,Closed,PROSPERITY PARK,1980,4,2,1480
419,460000,3653 W MESCAL ST W,85029,Closed,MELROSE GARDENS N W UNIT 1,1967,4,3,1899
420,315000,3827 W FILLMORE ST,85009,Closed,"REYNOLDS PARK 4 TO 7, A, B, C",1954,2,1,1138
421,430000,3630 W EVANS DR,85053,Closed,DEERVIEW UNIT 8,1971,3,2,1908
422,830000,3006 E MEADOWBROOK AVE,85016,Closed,CAMPBELL MANOR 2,1959,3,2,1583
423,600000,6805 N 12TH ST,85014,Closed,SQUAW PEAK HTS 3,1952,3,2,1478
424,487000,3842 E WHITNEY LN,85032,Closed,BRITANY PLACE 1 LOT 1-106,1984,3,2,1206
425,515000,3921 E CARTER DR,85042,Closed,PINES AT THE RAVEN,1999,3,2,1766
426,535000,1028 W 19TH ST,85281,Closed,PARKSIDE MANOR 3,1959,4,1.75,1610
427,575000,3134 W MARCONI AVE,85053,Closed,RANCHO ENCANTO UNIT 5,1979,3,2,1980
428,385000,10016 N 36TH AVE,85051,Closed,CAVALIER FREEWAY NORTH UNIT 2,1971,3,2,2256
429,540000,3527 E SUNNYSIDE DR,85028,Closed,CACTUS PARK UNIT 2,1971,3,2,1497
430,360000,9243 S LAS LOMITAS PL,85042,Closed,THUNDERBIRD COUNTRY CLUB PLAZA 2,1999,2,2.5,1320
431,598000,6007 N 9TH ST,85014,Closed,BETHANY ESTATES,1950,3,2,1550
432,370000,3016 E Monte Vista RD,85008,Closed,RHOADES PARK,1948,3,1,1041
433,380000,2649 N 49TH DR,85035,Closed,WEDGEWOOD PARK,1962,3,2,1490
434,425000,6308 W Onyx AVE,85302,Closed,CHAPARRAL RANCH 2,1985,3,2,1473
435,925000,725 W PALM LN,85007,Closed,PALMCROFT ENCANTO,1937,3,1.75,2315
436,400000,5322 W PALM LN,85035,Closed,WEDGEWOOD PARK 9,1973,4,2.5,1858
437,428000,2516 W ALTA VISTA RD,85041,Closed,ANDERSON FARMS,2004,3,2,1552
438,410000,9433 N 16TH ST,85020,Closed,OCOTILLO HILLS 2,1972,3,2,1380
439,360000,2315 W Echo LN,85021,Closed,Freeway Park 2,1959,3,1.75,1362
440,475000,3015 E DAHLIA DR E,85032,Closed,PARADISE VALLEY WEST NO. 4,1972,4,2,1737
441,270000,2327 E BETTY ELYSE LN,85022,Closed,NORTHTOWN UNIT 3A,1971,2,1.75,1024
442,349000,17442 N 13TH AVE,85023,Closed,DEER VALLEY ESTATES UNIT 1A,1973,3,2,1227
443,405000,4057 W KEIM DR,85019,Closed,WEST PLAZA 2,1957,4,2,1503
444,790000,9233 N 33RD WAY,85028,Closed,SIERRA BONITA UNIT 4,1976,3,2,1798
445,380000,6734 N 32ND DR,85017,Closed,CAVALIER GLEN,1952,4,2,1212
446,400000,7108 W WELDON AVE,85033,Closed,COLLEGE PARK 21,1980,4,2,1334
447,386000,1701 W CLARENDON AVE,85015,Closed,CARLETON ESTATES,1944,2,1,860
448,568000,2452 W REDFIELD RD,85023,Closed,THUNDERBIRD VALLEY UNIT 1,1979,4,2,2054
449,380000,2814 W Solano DR N,85017,Closed,Cavalier Parkway,1950,4,2,1460
450,357000,2208 W Laurel LN,85029,Closed,Valley Vista 2,1964,4,1.75,1292
451,510000,1930 W JOAN DE ARC AVE,85029,Closed,MOON VALLEY GARDENS LOTS 377-392 & TR A,1962,4,2,1865
452,500000,4436 E Acoma DR,85032,Closed,The Covey Unit 7 MCR 252-1,1983,3,1.75,1312
453,800000,6632 E Latham ST,85257,Closed,PAPAGO PARKWAY 2,1959,4,2,2429
454,530000,13830 N 11TH PL,85022,Closed,none,2008,3,2,1532
455,540000,5431 W COCHISE DR,85302,Closed,OAKDALE,1986,5,3.5,2980
456,608500,2447 E FREMONT RD,85042,Closed,FAIRWAYS AT THE LEGACY UNIT 1 REPLAT,2000,3,2,2354
457,970000,6001 E E Joan De Arc AVE,85254,Closed,Shea North Estates No 3,1971,3,2,1934
458,815000,1425 E DOBBINS RD,85042,Closed,MOUNTAIN TERRACE,2018,4,2,2754
459,845000,10620 N 37TH PL,85028,Closed,Broadmoor Hills,1972,4,2,2028
460,507000,7767 W STELLA AVE,85303,Closed,COBBLEFIELD,2000,4,3,2663
461,450000,7131 W MONTEREY WAY,85033,Closed,PECAN PARK 2,2004,3,2.5,2114
462,470000,1729 W FAIRMOUNT AVE,85015,Closed,LONG ESTATES,1951,3,2,1198
463,520000,7814 S 23RD ST,85042,Closed,MOUNTAIN TRAILS WEST,2018,3,2,1902
464,650000,935 E SAN JUAN AVE,85014,Closed,TOWNHOUSE TERRACE 1,1950,4,3,1893
465,481086,4732 N 14TH AVE,85013,Closed,COX ESTATES,1956,4,2.5,2190
466,425000,4345 E GROVE ST,85040,Closed,WOODBRIAR 6,1974,3,2,1290
467,390000,3024 E KINGS AVE,85032,Closed,KAY ACRES UNIT 5,2004,3,2,1323
468,398000,912 W MONTE WAY,85041,Closed,ESTES PARK 1 AMD,1957,3,2,1400
469,425000,5612 W GOLDEN LN,85302,Closed,PACE WEST,1972,3,2,1218
470,522000,817 W STATE AVE,85021,Closed,MARYVALE MANOR,1952,2,2,1277
471,355000,2632 N 49TH AVE,85035,Closed,WEDGEWOOD PARK,1962,4,2,1325
472,405000,6414 N 45TH AVE,85301,Closed,WEST PLAZA 16,1964,4,2,1904
473,405000,8402 N 42ND DR,85051,Closed,STARDUST SKIES UNIT 7,1968,5,3,2299
474,345000,2326 E Nancy LN,85042,Closed,DEL MONTE PLAZA,1958,3,2,1188
475,400000,4732 W ST CHARLES AVE,85339,Closed,ROGERS RANCH UNIT 1,2006,3,2,1478
476,355000,2842 W ROMA AVE,85017,Closed,MISSION MANOR 4,1952,4,1.75,1898
477,650000,2819 N 8TH AVE,85007,Closed,ENCANTO MANOR,1948,4,2,2382
478,375000,3309 W Cholla ST,85029,Closed,Knoell North Unit 4,1979,3,2,1590
479,440000,3248 N 84TH AVE,85037,Closed,SOLACE SUBDIVISION,2019,4,2,1555
480,985000,332 W EDGEMONT AVE,85003,Closed,LOU MAR VISTA,1949,3,2,2046
481,380000,1022 E Chambers ST,85040,Closed,SAGECREST,2004,3,2.5,1385
482,330000,3817 W LA SALLE ST,85041,Closed,INDEPENDENCE PARK 10,1997,3,2,1079
483,520000,2239 W OSBORN RD,85015,Closed,WESTWOOD VILLAGE PLAT 2,1955,3,3,1977
484,775000,2940 E CHOLLA ST,85028,Closed,MELROSE PARADISE 2 AMD,1965,4,2.5,2486
485,656000,229 W Pine Valley DR,85023,Closed,Mini Moon Estates,1973,3,2,2168
486,380000,4237 W CULVER ST,85009,Closed,WINONA PARK 1,1959,5,2,1526
487,350000,4909 W CROCUS DR,85306,Closed,COVE AT THUNDERBIRD,1984,3,2,1481
488,425000,2208 W VERDE LN,85015,Closed,WESTWOOD VILLAGE,1953,3,2,1726
489,390000,7271 W CAMELBACK RD,85033,Closed,MARYVALE TERRACE NO. 34,1969,3,2,1244
490,242500,4334 E GROVE ST E,85040,Closed,WOODBRIAR 6,1974,3,2,1040
